Ghazal/Nazm,Poet,Fran,Rekhta,Music,Others,PDFs,Date,Status
"majlis-e-ġham, na koī bazm-e-tarab, kyā karte",Irfan Sattar,,https://www.rekhta.org/ghazals/majlis-e-gam-na-koii-bazm-e-tarab-kyaa-karte-irfan-sattar-ghazals?lang=ur,"- Reading by Irfan Sattar: https://www.youtube.com/watch?v=DdQZ28yPjdw

- Ustad Salamat Ali Khan: https://m.facebook.com/story.php?story_fbid=10158707754646209&id=758256208
",,,"January 21, 2022",Added
bisāt̤-e ʿajz meñ thā ek dil yak qat̤rah ḳhūñ vuh bhī,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/132/index_132.html,,,,,"January 28, 2022",Added
bismil ke taḌapne kī adāoñ meñ nasha thā,Adil Mansuri,,https://www.rekhta.org/ghazals/bismil-ke-tadapne-kii-adaaon-men-nasha-thaa-adil-mansuri-ghazals?lang=ur,,,,"January 28, 2022",Added
ġham-e dunyā se gar pāʾī bhī furṣat sar uṭhāne kī,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/136/index_136.html,,,,,"February 4, 2022",Added
pal meñ jahāñ ko dekhte mere ḍubo chukā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0100/index_0100.html,,,,,"February 4, 2022",Added
uzr aane meñ bhī hai aur bulāte bhī nahīñ,Daagh Dehlvi,,https://www.rekhta.org/ghazals/uzr-aane-men-bhii-hai-aur-bulaate-bhii-nahiin-dagh-dehlvi-ghazals-3?lang=ur,"- Begum Akhtar: https://www.youtube.com/watch?v=eOWxwTdyht4

- Mehdi Hassan: https://www.youtube.com/watch?v=8WJbTcfln-c

- Farida Khanum: https://www.youtube.com/watch?v=Mnknl7MRU0g
",,,"February 11, 2022",Added
ġham rahā jab tak kih dam meñ dam rahā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/01c/0102/index_0102.html,,,,,"February 11, 2022",Added
kyā tang ham sitam-zadagāñ kā jahān hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/138/index_138.html,,,,,"February 18, 2022",Added
kyā muṣībat-zadah dil māʾil-e āzār nah thā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/01c/0109/index_0109.html,,,,,"February 18, 2022",Added
kyā din the vuh kih yāñ bhī dil-e āramīdah thā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/01c/0115/index_0115.html,,,,,"February 25, 2022",Added
sar-gashtagī meñ ʿālam-e hastī se yās hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/140/index_140.html,,,,,"February 25, 2022",Added
sar-gashtagī meñ ʿālam-e hastī se yās hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/140/index_140.htm,,,,,"February 25, 2022",Added
jo charāġh saare bujhā chuke unheñ intizār kahāñ rahā,Ada Jafri,,https://www.rekhta.org/ghazals/jo-charaag-saare-bujhaa-chuke-unhen-intizaar-kahaan-rahaa-ada-jafri-ghazals?lang=ur,,,,"March 4, 2022",Added
gar ḳhāmushī se fāʾidah iḳhfā-e ḥāl hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/141/index_141.html,,,,,"March 4, 2022",Added
jī meñ hai yād-e ruḳh-o-zulf-e siyah-fām bahut,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/01c/0185/index_0185.html,,,,,"March 11, 2022",Added
matā-e-be-bahā hai dard-o-soz-e-ārzūmandī,Iqbal,,https://www.rekhta.org/ghazals/mataa-e-be-bahaa-hai-dard-o-soz-e-aarzuumandii-allama-iqbal-ghazals?lang=ur,,,,"March 11, 2022",Added
ek qatra ashk kā chhalkā to dariyā kar diyā,Adil Mansuri,,https://www.rekhta.org/ghazals/ek-qatra-ashk-kaa-chhalkaa-to-dariyaa-kar-diyaa-adil-mansuri-ghazals?lang=ur,,,,"March 18, 2022",Added
jiitā hai sirf tere liye kaun mar ke dekh,Adil Mansuri,,https://www.rekhta.org/ghazals/jiitaa-hai-sirf-tere-liye-kaun-mar-ke-dekh-adil-mansuri-ghazals?lang=ur,,,,"March 18, 2022",Added
ek jā ḥarf-e vafā likkhā thā so bhī miṭ gayā,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/143/index_143.html,,,,,"March 18, 2022",Added
ho ādmī ai charḳh tark-e gardish-e ayyām kar,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0220/index_0220.html,,,,,"March 25, 2022",Added
ek jā ḥarf-e vafā likkhā thā so bhī miṭ gayā,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/143/index_143.html,,,,,"March 25, 2022",Added
ḍāṛhī safed shaiḳh kī tū mat naz̤ar meñ kar,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0224/index_0224.html,,,,,"April 1, 2022",Added
ʿishq mujh ko nahīñ vaḥshat hī sahī,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/148/index_148.html,,,,,"April 1, 2022",Added
zindagī se Darte ho!,N.M. Rashid,,https://www.rekhta.org/nazms/zindagii-se-darte-ho-zindagii-se-darte-ho-noon-meem-rashid-nazms?lang=ur,,,,"April 8, 2022",Added
us bazm meñ mujhe nahīñ bantī ḥayā kiye,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/151/index_151.html,,,,,"April 8, 2022",Added
shab-e-asia ke añdhere meñ sar-e-rāh jis kī thī raushnī ,Nushur Wahidi,,https://www.rekhta.org/nazms/mahaatmaa-gaandhii-nushur-wahidi-nazms?lang=ur,,,,"April 15, 2022",Added
kabhī sunte haiñ aql-o-hosh kī aur kam bhī piite haiñ,Nushur Wahidi,,https://www.rekhta.org/ghazals/kabhii-sunte-hain-aql-o-hosh-kii-aur-kam-bhii-piite-hain-nushur-wahidi-ghazals?lang=ur,"- Poet's recitation: https://www.youtube.com/watch?v=T0YstGTUfAk
",,,"April 15, 2022",Added
na koī rabt ba-juz ḳhāmushī o nafrat ke,Kishwar Naheed,,https://www.rekhta.org/ghazals/na-koii-rabt-ba-juz-khaamushii-o-nafrat-ke-kishwar-naheed-ghazals?lang=ur,,,,"April 22, 2022",Added
us bazm meñ mujhe nahīñ bantī ḥayā kiye,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/151/index_151.html,,,,,"April 22, 2022",Added
jhūṭe bhī pūchhte nahīñ ṭuk ḥāl ān kar,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0226/index_0226.html,,,,,"April 29, 2022",Added
raftār-e ʿumr qat̤ʿ-e rah-e iẓt̤irāb hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/152/index_152.html,,,,,"April 29, 2022",Added
har jazr-o-mad se dast-o-baġhal uṭhte haiñ ḳharosh,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0239/index_0239.html,,,,,"May 6, 2022",Added
zarā mausam to badlā hai magar peḌoñ kī shāḳhoñ par na.e pattoñ ke aane meñ abhī kuchh din lageñge,Javed Akhtar,,https://www.rekhta.org/ghazals/zaraa-mausam-to-badlaa-hai-magar-pedon-kii-shaakhon-par-nae-patton-ke-aane-men-abhii-kuchh-din-lagenge-javed-akhtar-ghazals?lang=ur,,,,"May 6, 2022",Added
ab to maz.hab koī aisā bhī chalāyā jaa.e,Gopal Das Neeraj,,https://www.rekhta.org/ghazals/ab-to-mazhab-koii-aisaa-bhii-chalaayaa-jaae-gopaldas-neeraj-ghazals?lang=ur,,,,"May 13, 2022",Added
dekhnā qismat kih āp apne pah rashk ā jāʾe hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/153/index_153.html,,,,,"May 13, 2022",Added
kin lafzoñ meñ itnī kaḌvī itnī kasīlī baat likhūñ,Javed Akhtar,,https://www.rekhta.org/ghazals/kin-lafzon-men-itnii-kadvii-itnii-kasiilii-baat-likhuun-javed-akhtar-ghazals?lang=ur,,,,"May 20, 2022",Added
mīr-e gum-kardah-chaman zamzamah-pardāz hai ek,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0256/index_0256.html,,,,,"May 20, 2022",Added
tabī.at in dinoñ begāna-e-ġham hotī jaatī hai,Jigar Moradabadi,,https://www.rekhta.org/ghazals/tabiiat-in-dinon-begaana-e-gam-hotii-jaatii-hai-jigar-moradabadi-ghazals?lang=ur,"- Begum Akhtar: https://www.youtube.com/watch?v=dJt5o3ltIMY

- Naushad: https://www.youtube.com/watch?v=v0o2ciehqnc
",,,"May 27, 2022",Added
sādagī par us kī mar jāne kī ḥasrat dil meñ hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/157/index_157.html,,,,,"May 27, 2022",Added
jab se ḳhat̤ hai siyāh ḳhāl kī thāñg,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0263/index_0263.html,,,,,"June 3, 2022",Added
terī ḳhushbū kā patā kartī hai ,Parveen Shakir,,https://www.rekhta.org/ghazals/terii-khushbuu-kaa-pataa-kartii-hai-parveen-shakir-ghazals?lang=ur,"- Reading by Parveen Shakir: https://www.youtube.com/watch?v=M4Vg4nDX6vc

- Qawwali Style by Osman Mir: https://www.youtube.com/watch?v=onEvq__ozak

- Musical Ghazal Rendition by Nadeem Ayaz: https://www.youtube.com/watch?v=3x-ec-LxupE
- In another Mehfil: https://www.youtube.com/watch?v=iEh_HQJ_Vu4
",,,"June 3, 2022",Added
jab se ḳhat̤ hai siyāh ḳhāl kī thāñg,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0263/index_0263.html,,,,,"June 10, 2022",Added
dil se tirī nigāh jigar tak utar gaʾī,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/158/index_158.html,,"- Begum Akhtar: https://www.youtube.com/watch?v=lxxuz17Ojok

- Rahat Fateh Ali Khan: https://www.youtube.com/watch?v=AxM7NpF4Z5Y

- Talat Aziz: https://www.youtube.com/watch?v=HKddIKECoIU

- Ghulam Ali: https://www.youtube.com/watch?v=1ZXc8JuW2So

- Masood + Sheelo Khan: https://www.youtube.com/watch?v=06AbI91pPe8

- K.L. Saigal: https://www.youtube.com/watch?v=TQvCXmZQcS0
",,,"June 10, 2022",Added
ḳhirad ke paas ḳhabar ke sivā kuchh aur nahīñ,Iqbal,,https://www.rekhta.org/ghazals/khirad-ke-paas-khabar-ke-sivaa-kuchh-aur-nahiin-allama-iqbal-ghazals?lang=ur,"- Vithal Rao: https://www.youtube.com/watch?v=pWOqzrpy8Q0

- Surayya Khanum: https://www.youtube.com/watch?v=d_7khBj-u04

- Hina Nasrullah & Shafqat Amanat Ali Khan:
https://www.youtube.com/watch?v=DppGkKyCh40",,,"June 17, 2022",Added
taskīñ ko ham nah roʾeñ jo żauq-e naz̤ar mile,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/159/index_159.html,,"- Malika Pukhraj: https://www.youtube.com/watch?v=dy1QNDdO2Xo

- Iqbal Bano: https://www.youtube.com/watch?v=sdvnBuy1PRk&t=243s

- Farid Ayaz: https://www.youtube.com/watch?v=1icpqNg8k0U

- Begum Akhtar: https://www.youtube.com/watch?v=gVA4rCklIkg

- Fariha Pervez: https://www.youtube.com/watch?v=xZ6B9n1jUFE

- Rahat Fateh Ali Khan: https://www.youtube.com/watch?v=v2nTEvY1GQM
",,,"June 17, 2022",Added
gul kī jafā bhī jānī dekhī vafā-e bulbul,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0265/index_0265.html,,,,,"June 24, 2022",Added
koʾī din gar zindagānī aur hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/160/index_160.html,,"- Mehdi Hassan: https://www.youtube.com/watch?v=zBVLdYw98s4

- Talat Mahmood: https://www.youtube.com/watch?v=_hrdpvYjQ6U
",,,"June 24, 2022",Added
kaisā chaman asīrī meñ kis ko udhar ḳhayāl,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0266/index_0266.html,,,,,"July 1, 2022",Added
nahīñ ishq meñ is kā to ranj hameñ ki qarār o shakeb zarā na rahā,Bahadur Shah Zafar,,https://www.rekhta.org/ghazals/nahiin-ishq-men-is-kaa-to-ranj-hamen-ki-qaraar-o-shakeb-zaraa-na-rahaa-bahadur-shah-zafar-ghazals?lang=ur,"- Mohammed Rafi: https://www.youtube.com/watch?v=gjm17WqJtcI

- Hina Nasarullah: https://www.youtube.com/watch?v=5oOzoGNOkQo

- Habib Wali Mohammad: https://www.youtube.com/watch?v=9dvoqmZa72g

- Radhika Chopra: https://www.youtube.com/watch?v=EksZdALvZ8Y
",,,"July 1, 2022",Added
kyā bulbul-e asīr hai be-bāl-o-par kih ham,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/02c/0276/index_0276.html,,,,,"July 8, 2022",Added
koʾī ummīd bar nahīñ ātī,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/161/index_161.html,,"- Begum Akhtar: https://www.youtube.com/watch?v=OTHSLBCy8Hg

- Ustad Jaffar Hussain Khan Badauni: https://www.youtube.com/watch?v=5Up7UHbYOJw

- Lata Mangeshkar: https://www.youtube.com/watch?v=ZTwFFQEhKug

- Rahat Fateh Ali Khan: https://www.youtube.com/watch?v=40G9d5LBdUU

- Fariha Pervaiz: https://www.youtube.com/watch?v=Zi2gWcyVbuM
",,,"July 8, 2022",Added
bahut pahle se un qadmoñ kī aahaT jaan lete haiñ,Firaq Gorakhpuri,,https://www.rekhta.org/ghazals/bahut-pahle-se-un-qadmon-kii-aahat-jaan-lete-hain-firaq-gorakhpuri-ghazals?lang=ur,"- Chitra and Jagjit Singh:
	https://www.youtube.com/watch?v=Rfn7oLlx9Lo

https://www.youtube.com/watch?v=UCRJQLDadaY
",,,"July 15, 2022",Added
ham aap hii ko apnaa maq.suud jaante hai;N,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0307/index_0307.html,,,,,"July 15, 2022",Added
taaj tere liye ik maz.har-e-ulfat hī sahī,Sahir Ludhianvi,,https://www.rekhta.org/nazms/taaj-mahal-taaj-tere-liye-ik-mazhar-e-ulfat-hii-sahii-sahir-ludhianvi-nazms?lang=ur,,,,"July 22, 2022",Added
ik shahanshāh ne banvā ke hasīñ tāj-mahal,Shakeel Badayuni,,https://www.rekhta.org/nazms/ik-shahanshaah-ne-banvaa-ke-ik-shahanshaah-ne-banvaa-ke-hasiin-taaj-mahal-shakeel-badayuni-nazms?lang=ur,"- Sonu Nigam + Anuradha Paudwal: https://www.youtube.com/watch?v=vUPgSr6jY1o

- Movie Video Clip from Leader: https://www.youtube.com/watch?v=IamkXhPuFPY
",,,"July 22, 2022",Added
dost! maiñ dekh chukā tāj-mahal,Kaifi Azmi,,https://www.rekhta.org/nazms/taaj-mahal-kaifi-azmi-nazms?lang=ur,,,,"July 22, 2022",Added
kiyā jo ʿarẓ kih dil sā shikār lāyā hūñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0313/index_0313.html,,,,,"July 29, 2022",Added
dil-e nā-dāñ tujhe huʾā kyā hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/162/index_162.html,,"- Mehdi Hassan: https://www.youtube.com/watch?v=uPpF7qNQffk

- Abida Parveen: https://www.youtube.com/watch?v=vpwz9gxRgPI

- Talat Mahmood + Suraiya: https://www.youtube.com/watch?v=rQfQlSaUMt4

- Fariha Pervaiz: https://www.youtube.com/watch?v=1zI_TZAakZ0

- Hina Nasrullah: https://www.youtube.com/watch?v=9Mo8757Lk8o",,,"July 29, 2022",Added
haaN anaa hai voh dabir e-nafs o daara e-hayaat,Josh Malihabadi,,https://urdushahkar.org/zindagi-aur-maut-muntakhab-band-josh-malihabadi/,,,,"August 5, 2022",Added
kiyā maiñ ne ro kar fishār-e garebāñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0318/index_0318.html,,,,,"August 12, 2022",Added
phir kuchh ik dil ko beqarārī hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/164/index_164.html,,,,,"August 12, 2022",Added
kiyā maiñ ne ro kar fishār-e garebāñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0318/index_0318.html,,,,,"August 19, 2022",Added
be-ětidāliyoñ se subuk sab meñ ham huʾe,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/167/index_167.html,,,,,"September 2, 2022",Added
dekheñ to terī kab tak yih kaj-adāʾiyāñ haiñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0320/index_0320.html,,,,,"September 9, 2022",Added
z̤ulmat-kade meñ mere shab-e ġham kā josh hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/169/index_169.html,,,,,"September 9, 2022",Added
maiñ kaun hūñ ai ham-nafasāñ soḳhtah-jāñ hūñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0321/index_0321.html,,,,,"September 23, 2022",Added
ā kih mirī jān ko qarār nahīñ hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/170/index_170.html,,,,,"September 23, 2022",Added
garmī-e-hasrat-e-nākām se jal jaate haiñ,Qateel Shifai,,https://www.rekhta.org/ghazals/garmii-e-hasrat-e-naakaam-se-jal-jaate-hain-qateel-shifai-ghazals?sort,"- Mehdi Hassan: https://www.youtube.com/watch?v=vfwz8kMGTFI

- Shobha Gurtu: https://www.youtube.com/watch?v=XK2_wteEZvI",,,"September 30, 2022",Added
jis bazm meñ tū nāz se guftār meñ āve,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/173/index_173.html,,,,,"September 30, 2022",Added
ʿām ḥukm-e sharāb kartā hūñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0324/index_0324.html,,,,,"October 7, 2022",Added
mila jo mauqa to rok dunga 'jalal' roz-e-hisab tera,Josh Malihabadi,,https://www.rekhta.org/ghazals/milaa-jo-mauqaa-to-rok-duungaa-jalaal-roz-e-hisaab-teraa-josh-malihabadi-ghazals?lang=ur,,,,"October 7, 2022",Added
ḥusn-e mah garchih bah hangām-e kamāl achchhā hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/174/index_174.html,,,,,"October 14, 2022",Added
na gañvāo nāvak-e-nīm-kash dil-e-reza-reza gañvā diyā ,Faiz Ahmed Faiz,,https://www.rekhta.org/ghazals/na-ganvaao-naavak-e-niim-kash-dil-e-reza-reza-ganvaa-diyaa-faiz-ahmad-faiz-ghazals?lang=ur,"- Iqbal Bano: https://youtu.be/Ezp9SWWY4NQ

- Mehdi Hassan: https://youtu.be/xqZVlXhifxE

- Farida Khanum: https://www.youtube.com/watch?v=TuUGANU8i5M

- Ghulam Abbas: https://www.youtube.com/watch?v=lTDq3g3kxQI

- Vithal Rao: https://www.youtube.com/watch?v=Z7119ZAFw8c

- Vani Babber Gutti: https://youtu.be/4vXdwXRhbqE
",,,"October 14, 2022",Added
miṡāl-e sāyah muḥabbat meñ jāl apnā hūñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0328/index_0328.html,,,,,"October 28, 2022",Added
kabhī kahā na kisī se tire fasāne ko ,Qamar Jalalvi,,https://www.rekhta.org/ghazals/kabhii-kahaa-na-kisii-se-tire-fasaane-ko-qamar-jalalvi-ghazals?lang=ur,"- Ghulam Farid & Maqbool Ahmed Sabri: https://www.youtube.com/watch?v=V-iLsQhBFZc

- Ghulam Ali: https://www.youtube.com/watch?v=Fbjg1nF6MEM

- Mehdi Hassan: https://www.youtube.com/watch?v=iqZC00N1Cjk

- Noor Jahan: https://www.youtube.com/watch?v=TNu_7kWpSyI

- Asha Bhosle: https://www.youtube.com/watch?v=Sw6vK7rI4fs

- Aziz Mian: https://www.youtube.com/watch?v=5amSbbUxfPg

- Aziz Ahmed Khan Warsi: https://soundcloud.com/vish-l-k-kella/kabhi-kaha-na-kisi-se-tere",,,"October 28, 2022",Added
jahāñ ab ḳhār-zāreñ ho gaʾī haiñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0354/index_0354.html,,,,,"November 11, 2022",Added
ʿajab nashāt̤ se jallād ke chale haiñ ham āge,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/176/index_176.html,,,,,"November 11, 2022",Added
kahe hai kohkan kar fikr merī ḳhastah-ḥālī meñ,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0352/index_0352.html,,,,,"November 4, 2022",Added
nah huʾī gar mire marne se tasallī nah sahī,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/175/index_175.html,,,,,"November 4, 2022",Added
Khutba-e-Zainab - Yazid Ke Darbar Mein,Fahmida Riaz,,https://urdushahkar.org/khutba-e-zainab-fahmida-riaz/,,,,"November 18, 2022",Added
achchhī lage hai tujh bin gul-gasht-e bāġh kis ko,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0386/index_0386.html,,,,,"November 18, 2022",Added
har ek baat pah kahte ho tum kih tuu kyaa hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/178/index_178.html,,,,,"December 2, 2022",Added
jo zaahir na ho vo lataafat nahiN hai,Majaz,,https://urdushahkar.org/parda-aur-ismat-asrar-ul-haq-majaz/,,,,"December 2, 2022",Added
din gużartā hai mujhe fikr hī meñ tā kyā ho,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/03c/0387/index_0387.html,,,,,"December 9, 2022",Added
pahlu e shah meN ye duKhtar e jamhoor ki qabr,Sahir Ludhianvi,,https://urdushahkar.org/noor-jahaan-ke-mazaar-pe-sahir-ludhianavi/,,,,"December 9, 2022",Added
jigar lohū ko tarse hai maiñ sach kahtā hūñ dil-ḳhastah,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0420/index_0420.html,,,,,"December 16, 2022",Added
ġhair leñ maḥfil meñ bose jām ke,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/180/index_180.html,,,,,"December 16, 2022",Added
miltī hai ḳhū-e yār se nār iltihāb meñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/097/index_097.html,,,,,"December 23, 2022",Added
be-ḳhudī pe thā 'fānī' kuchh na iḳhtiyār apnā ,Fani Badayuni,,https://www.rekhta.org/ghazals/be-khudii-pe-thaa-faanii-kuchh-na-ikhtiyaar-apnaa-fani-badayuni-ghazals?lang=ur,,,,"December 23, 2022",Added
haa’e dekha hi nahiN moosa ne aalam noor ka,Chandar Bhaan Kaifi Dehlvi,,,,,cbkd-jalva tuur ka-Columbia Group Discussion.docx (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/ZNme_VVlG8WT55_t3-9a7Q/cWGpwmdi-hJJCJuZw2vz1lR_wpDGLMox-QMgFMd27YDnXP2hWaz95nowjm55JG6raLchRBlY57wmEjN7m75V3FNuN7Mzrxlq1FqJI2jEQiMBECfry9ObPQsTbq30Fiwbb2W8gov_72qG9N5YZLntpWS41rIFiyliJ1Ter1NywzPr1HXZ3Ct7EY2_zqzUYdH-/0UchXZm2E0VBC-VDZ13FOz0uLJpt5KCAMb-IfSGVUX0),"December 23, 2022",Added
kuchh mauj-e havā pechāñ ai mīr naz̤ar āʾī,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0451/index_0451.html,,,,,"January 6, 2023",Added
kab vuh suntā hai kahānī merī,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/183/index_183.html,,,,,"January 6, 2023",Added
bah rang-e bū-e gul is bāġh ke ham āshnā hote,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0481/index_0481.html,,,,,"January 13, 2023",Added
chāhiye achchhoñ ko jitnā chāhiye,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/189/index_189.html,,,,,"January 13, 2023",Added
bah rang-e bū-e gul is bāġh ke ham āshnā hote,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0481/index_0481.html,,,,,"January 20, 2023",Added
har qadam dūrī-e manzil hai numāyāñ mujh se,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/190/index_190.html,,- Mahendra Kapoor: https://www.youtube.com/watch?v=up7VuVExkpU,,,"January 20, 2023",Added
tum jo aa jaao aaj dillī meñ ,Makhdoom Mohiuddin,,https://www.rekhta.org/nazms/gaalib-tum-jo-aa-jaao-aaj-dillii-men-makhdoom-mohiuddin-nazms?lang=ur,,,,"January 27, 2023",Added
ḍhab haiñ tere se bāġh meñ gul ke,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0483/index_0483.html,,,,,"February 3, 2023",Added
nuktah-chīñ hai ġham-e dil us ko sunāʾe nah bane,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/191/index_191.html,,,,,"February 3, 2023",Added
hastī apnī ḥabāb kī sī hai,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0485/index_0485.html,,"- Wahadat Rameez: https://www.youtube.com/watch?v=cXquWwRLjTc

- Barkat Ali Khan: https://www.youtube.com/watch?v=HL1eMHLQZyQ

- Mehdi Hassan: https://www.youtube.com/watch?v=Ck3soUkWZAA

- Farida Khanum: https://www.youtube.com/watch?v=Mc-q6btEEfo

- Nusrat Fateh Ali Khan: https://www.youtube.com/watch?v=5vq2zWDQXrA

- Hariharan: https://www.youtube.com/watch?v=yH69-WaeAqw",,,"February 10, 2023",Added
vuh ā ke ḳhvāb meñ taskīn-e iẓt̤irāb to de,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/193/index_193.html,,"- Ghulam Ali: https://www.youtube.com/watch?v=3VK7Gz8b47M
	
- K.L. Saigal: https://www.youtube.com/watch?v=AV2rBj_ihZc

- Ustad Barkat Ali Khan: https://www.youtube.com/watch?v=f7j32aOIuFA",,,"February 10, 2023",Added
dil ke maʿmūre kī mat kar fikr furṣat chāhiye,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0490/index_0490.html,,,,,"February 17, 2023",Added
tapish se merī vaqf-e kashmakash har tār-e bistar hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/194/index_194.html,,,,,"February 17, 2023",Added
dil ke maʿmūre kī mat kar fikr furṣat chāhiye,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0490/index_0490.html,,,,,"February 24, 2023",Added
faryād kī koʾī lai nahīñ hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/196/index_196.html,,- Suresh Wadkar: https://www.youtube.com/watch?v=ExN_AC69vzE,,,"February 24, 2023",Added
hameñ ġhash ā gayā thā vuh badan dekh,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/05c/0502/index_0502.html,,,,,"March 3, 2023",Added
be-ḳhudī pe thā 'fānī' kuchh na iḳhtiyār apnā ,Fani Badayuni,,https://www.rekhta.org/ghazals/be-khudii-pe-thaa-faanii-kuchh-na-ikhtiyaar-apnaa-fani-badayuni-ghazals?lang=ur,,,,"March 3, 2023",Added
